id,pattern,update_date,label,para
2011.05411,data,,,"ing set without having access to the original data. For instance, Hitaj et al. based on GANs have developed an attack at user-level which allows an insider to infer information from a victim just by analysing the shared model parameters in some consecutive training rounds [57]. This attack can be accomplished at client-side without interfering the whole FL procedure, even when the local model parameters are obfuscated using DP technique. A malicious coordination server can also recover partial personal data by inspecting the proportionality between locally trained model parameters sent to the server and the original data samples [4, 122]."
2011.05411,data,,,"member of the Academia Europaea. His research interests are in the areas of data mining for largescale scientiﬁc applications including distributed data mining methods, machine learning and informatics systems."
2011.05411,data,,,"methods. Frontiers in Applied Mathematics and Statistics 3, 9. [73] Li, N., Li, T., Venkatasubramanian, S., 2007. t-closeness: Privacy beyond k-anonymity and l-diversity, in: 2007 IEEE 23rd International Conference on Data Engineering, IEEE. pp. 106–115. [74] Li, O., Liu, H., Chen, C., Rudin, C., 2017. Deep learning for casebased reasoning through prototypes: A neural network that explains its predictions. arXiv preprint arXiv:1710.04806 ."
2011.05411,data,,,"number of data samples and data distributions among personal mobile devices. Training over non-IID data has been shown to be much less accurate as well as slower convergence than IID data in federated settings [128]. Konečn`y with his colleagues at Google went further on improving the eﬃciency of the FSVRG algorithms in distributed settings by minimising the information in parameter update to be sent to an orchestration server [71]. Two types of updates are considered called structured updates and sketched updates in which the number of variables used in an ML model is minimised as many as possible, along with the compression of the information in the full model updates. Another ambitious federated optimisation approach is that local nodes are independently trained diﬀerent ML models as a task in a multi-learning objective simultaneously [113]. Generally, local nodes generate data under diﬀerent distributions which naturally ﬁt separate learning models; however, these models are structurally similar resulting in the ability to model the similarity using a multi-tasking learning (MTL) framework. Therefore, this approach improves performance when dealing with non-IID data as well as guarantees the learning convergence [113]."
2011.05411,data,,,"rameters updates and aggregation between local nodes and a central coordination server are strengthened by privacypreserving and cryptography techniques, which enhance data security and privacy [48, 123, 14, 15, 96]. The FL capability could potentially inaugurate new opportunities for service providers to implement some sorts of ML algorithms for their applications and services without acquiring clients’ personal data, hence naturally complying with data protection regulations like the GDPR. Unfortunately, despite the distributed collaborative learning model of FL empowered by privacy-preserving measures, personal information can be stealthily extracted from local training parameters [4, 96, 130, 57, 86]. As a consequence, FL-based service providers still stay within the regulatory personal data protection framework and are still liable for implementing GDPR-compliant mechanisms when dealing with EU/UK citizens."
2011.05411,data,,,"share a global ML model, which can be considered as anonymous information, with third-parties as it does not possess any other personal data (e.g., original training data as in traditional ML systems). Therefore, Data Processors in FL settings are also the service providers, but not other players (i.e., third-parties). The processing mechanisms in FL are also uncomplicated compared to the traditional ones as they are only related to the aggregation of the local ML models as well as the update of the global ML model."
2011.05411,data,,,"sonal data, any previous infringement, and the nature, gravity, and duration of the current infringement. For instance, Facebook and Google were hit with a collective $8.8 billion lawsuit (Facebook, 3.9 billion euro; Google, 3.7 billion euro) by Austrian privacy campaigner, Max Schrems, alleging violations of GDPR as it pertains to the opt-in/opt-out clauses. Speciﬁcally, the complaint alleges that the way these companies obtain user consent for privacy policies is an ""all-ornothing"" choice, asking users to check a small box allowing them to access services. It is a clear violation of the GDPR’s provisions per privacy experts and the EU/UK. A list of ﬁnes and notices (with non-compliance reasons) issued under the GDPR can be found on Wikipedia12"
2011.05411,data,,,to protect data in transit between clients and the server.
2011.05411,data,,,• Provide insightful examination on pros and cons of the existing privacy-preserving techniques as well as prospective solution approaches in order for a FL-based service to comply with the EU/UK General Data Protection Regulation (GDPR).
2103.12883,data,,,"Abstract— Since the application of Deep Q-Learning to the continuous action domain in Atari-like games, Deep Reinforcement Learning (Deep-RL) techniques for motion control have been qualitatively enhanced. Nowadays, modern Deep-RL can be successfully applied to solve a wide range of complex decision-making tasks for many types of vehicles. Based on this context, in this paper, we propose the use of Deep-RL to perform autonomous mapless navigation for Hybrid Unmanned Aerial Underwater Vehicles (HUAUVs), robots that can operate in both, air or water media. We developed two approaches, one deterministic and the other stochastic. Our system uses the relative localization of the vehicle and simple sparse range data to train the network. We compared our approaches with a traditional geometric tracking controller for mapless navigation. Based on experimental results, we can conclude that Deep-RLbased approaches can be successfully used to perform mapless navigation and obstacle avoidance for HUAUVs. Our vehicle accomplished the navigation in two scenarios, being capable to achieve the desired target through both environments, and even outperforming the geometric-based tracking controller on the obstacle-avoidance capability."
2103.12883,data,,,"In this work, we aim to navigate our described HUAUV autonomously from a starting point to a target point in a different environment without any environmental knowledge, preventing any collision with the scenario by using only range readings and the vehicle localization data. Its translation function, therefore, is deﬁned as:"
2103.12883,data,,,"Our proposal differs from the discussed works by only using the vehicle’s relative localization data and not its explicit localization data. We also propose two Deep-RL approaches which we called 3DNDRL-D and 3DNDRL-S, a deterministic one and also a bias-stochastic one to further enhance our work. We compare them with the mapless navigation performed by a traditional geometric tracking controller that can be used for mapless navigation [16]."
2103.12883,data,,,"This work contains the following contributions: • We propose two new approaches based on state-ofart Deep-RL algorithms for ground robots that can successfully perform goal-oriented mapless navigation for HUAUVs, using only range data readings and the vehicles’ relative localization data."
2103.12883,data,,,"[26] K. Kang, S. Belkhale, G. Kahn, P. Abbeel, and S. Levine, “Generalization through simulation: Integrating simulated and real data into deep reinforcement learning for vision-based autonomous ﬂight,” in Int. Conf. on Robotics and Automation (ICRA). IEEE, 2019, pp. 6008–6014."
2103.12883,data,,,"agents also learned to bypass obstacles to arrive at a target, where traditional algorithms fail. We have validated two powerful approaches, which managed to understand the complex behaviors in realistic simulation and that can be used in the real world if guarantying range ﬁndings and relative localization data."
2103.12883,data,,,"both air and underwater environments can be obtained using sensors like a lidar and a Sonar, respectively. As well as for the vehicle’s localization data, which could be obtained by a combination of sensors like GPS and USBL for example."
2108.09408,data,,,"In general, there is no need to down-sample the feature at 7 × 7 scale because it has a suﬃciently large receptive ﬁeld. However, the experiment results in Table. 2 is somewhat counterintuitive. It shows that there is still some diﬀerent global semantic information waiting to be discovered. The version for comparison is a U-shaped vanilla model, which is trained with the initial learning rate 10−4. Here we use the same learning rate to train the parameters in the backbone and modules designed in our method. The rise of M AE, mF , Sm and Em reﬂects ADM’s reliability and validity. Fig. 4 shows the comparison of visualized results between the vanilla network with and without ADM. UENs generate multiscale features on account of the input level and integrate the features with edge information, which guides the model to pay attention to the boundary areas. The experimental data also reveals that the UENs make greater improvements in various aspects."
2108.09408,data,,,"Multi-scale feature aggregation based. The problems mentioned above are also partly caused by inappropriate aggregation and fusion. Thus, many articles looked for more eﬃcient and eﬀective methods to aggregate low-level features with detailed information and high-level features with semantic clues. Feng et al. [8] employ a Dilated Convolutional Pyramid Pooling (DCPP) module to generate a coarse prediction based on global contextual knowledge. In MINet [16], the aggregate interaction module can eﬃciently utilize the features from adjacent layers through mutual learning, while the self-interaction module makes the network adaptively extract multi-scale information from data and better deal with scale variation. Li et al. [10] present a residual reﬁnement network with semantic context features, including a global attention module, a multireceptive block module, and a recurrent residual module. These methods are mainly innovative in feature extraction and fusion, but they do not explore features with more possibilities."
